date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2021-02-15,2021,Annual Programme 2021,1293361,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,7925719,DKK,6.128,227970,2017-24749,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,1717840,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,10526921,DKK,6.128,227971,2017-24749,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,687136,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,LBN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,4210768,DKK,6.128,227972,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,825766,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,IRQ,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,5060291,DKK,6.128,227973,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,807385,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,4947653,DKK,6.128,227974,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,515352,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,3158076,DKK,6.128,227975,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,1442985,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,8842614,DKK,6.128,227976,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,68713,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,421076,DKK,6.128,227977,2017-24749,2021-02-16,2021-02-16
2021-02-14,,Denmark Open Items 2021,4500,Private (individuals & organizations),Private organization/foundation,DNK,2021,2021,Syria Refugee Response and Resilience Plan (3RP) 2021,RSYR21,1020,United Nations High Commissioner for Refugees,UN agency,,"EGY,IRQ,JOR,LBN,TUR",,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,shared,paid,2021-04-09,2021-02-14,,27267,DKK,6.0593,232416,E5053,2021-05-31,2021-05-31
2021-02-12,2021,Food assistance & Protection,29671,"Denmark, Government of",Government,DNK,2021,2021,Ethiopia Humanitarian Response Plan 2021,HETH21,1041,ActionAid International,NGO,Protection,ETH,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-12,,181825,DKK,6.128,228043,2017-12483,2021-02-18,2021-02-18
2021-02-11,2021,Annual Programme 2021,2152606,"Denmark, Government of",Government,DNK,2021,2021,,,,Mission Ost - DNK,NGO,,AFG,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,13193321,DKK,6.129,227795,2017-12470,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,591402,"Denmark, Government of",Government,DNK,2021,2021,,,,Mission Ost - DNK,NGO,,IRQ,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,3624703,DKK,6.129,227796,2017-12470,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,163646,"Denmark, Government of",Government,DNK,2021,2021,,,,Mission Ost - DNK,NGO,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,1002988,DKK,6.129,227797,2017-12470,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,17502,"Denmark, Government of",Government,DNK,2021,2021,,,,Mission Ost - DNK,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,107271,DKK,6.129,227798,2017-12470,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,548687,"Denmark, Government of",Government,DNK,2021,2021,,,,Alliance For Action Aid,NGO,,PSE,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,3362901,DKK,6.129,227799,2017-12483,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,541334,"Denmark, Government of",Government,DNK,2021,2021,,,,Alliance For Action Aid,NGO,,JOR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,3317834,DKK,6.129,227800,2017-12483,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,541334,"Denmark, Government of",Government,DNK,2021,2021,,,,Alliance For Action Aid,NGO,,LBN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,3317834,DKK,6.129,227801,2017-12483,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,640952,"Denmark, Government of",Government,DNK,2021,2021,,,,Alliance For Action Aid,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,3928392,DKK,6.129,227802,2017-12483,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,848995,"Denmark, Government of",Government,DNK,2021,2021,,,,Adventist Development and Relief Agency,NGO,,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,5203490,DKK,6.129,227803,2017-12478,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,542657,"Denmark, Government of",Government,DNK,2021,2021,,,,Adventist Development and Relief Agency,NGO,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,3325942,EUR,6.129,227804,2017-12478,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,644186,"Denmark, Government of",Government,DNK,2021,2021,,,,Adventist Development and Relief Agency,NGO,,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,3948215,DKK,6.129,227805,2017-12478,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,28358,"Denmark, Government of",Government,DNK,2021,2021,,,,Adventist Development and Relief Agency,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,173807,DKK,6.129,227806,2017-12478,2021-02-12,2021-02-12
2021-02-11,2021,Annual Programme 2021,120610,"Denmark, Government of",Government,DNK,2021,2021,,,,Adventist Development and Relief Agency,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-11,2021-02-11,,739217,DKK,6.129,227807,2017-12478,2021-02-12,2021-02-12
2021-02-09,2021,Food insecurity response,87304,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Refugee Council,NGO,Food Security,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-09,,535000,DKK,6.128,228065,2017-12467,2021-02-18,2021-02-18
2021-02-02,2021,COVID-19 Response,174608,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,Health,LBN,,,Coronavirus disease Outbreak - COVID -19,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-02,,1070000,DKK,6.128,228042,2017-12520,2021-02-18,2021-02-18
2021-01-31,,Denmark Open Items 2021,614,Private (individuals & organizations),Private organization/foundation,DNK,2021,2021,Syria Refugee Response and Resilience Plan (3RP) 2021,RSYR21,1020,United Nations High Commissioner for Refugees,UN agency,,"EGY,IRQ,JOR,LBN,TUR",,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,shared,paid,2021-04-09,2021-01-31,,3757,DKK,6.1189,232418,E5053,2021-05-31,2021-05-31
2021-01-01,2021,COVID-19 Response,72170,"Denmark, Government of",Government,DNK,2021,2021,Mozambique Humanitarian Response Plan 2021,HMOZ21,1040,OXFAM Netherlands (NOVIB),NGO,Water Sanitation Hygiene,MOZ,Restoring Women’s Dignity in Conflict Resettlement Areas,HMOZ21-WSH-176607-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-15,2021-01-01,,449400,DKK,6.227,228941,2017-12486,2021-03-16,2021-06-16
2020-12-30,2021,Danish Red Cross has provided support to the IFRC global COVID-19 response.,120205,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,Health,,,,Coronavirus disease Outbreak - COVID -19,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-01-26,2020-12-30,,749000,DKK,6.231,227323,2017-12520,2021-01-27,2021-01-27
2020-12-21,2021,Response Preparedness,176597,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,Coordination and support services,UKR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-01-11,2020-12-21,,1070000,DKK,6.059,226496,2017-12520,2021-01-12,2021-01-12
2020-12-18,2021,Response in regards to humanitarian needs in Central Sahel,6436706,"Denmark, Government of",Government,DNK,2021,2021,Burkina Faso Humanitarian Response Plan 2021,HBFA21,1037,Plan International,NGO,Protection,BFA,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-22,2020-12-18,,39000000,DKK,6.059,230671,2020-44583,2021-04-23,2021-04-27
2020-12-18,2021,Responding to Emergency Needs in a Long-term Perspective,5941575,"Denmark, Government of",Government,DNK,2021,2021,,,,CARE International,NGO,Food Security,MLI,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-22,2020-12-18,,36000000,DKK,6.059,230672,2020-44590,2021-04-23,2021-04-27
2020-12-18,2021,"Protection, Resilience, Cohesion: Sustainable support and solutions to displaced and host communities in Mali and Niger",5941575,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,Health,NER,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-22,2020-12-18,,36000000,DKK,6.059,230673,2020-44588,2021-04-23,2021-04-27
2020-12-18,2021,SHIFT: Supporting Host communities and IDPs to Facilitate sustainable Transition towards inclusive solutions,6436706,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Refugee Council,NGO,Emergency Shelter and NFI,BFA,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-22,2020-12-18,,39000000,DKK,6.059,230674,2020-44586,2021-04-23,2021-04-27
2020-12-16,,Supporting durable solutions by promoting a protective environment and strengthening community capacities in displacement and return areas,641952,"Denmark, Government of",Government,DNK,2021,2021,Central African Republic Humanitarian Response Plan 2021,HCAF21,1025,Danish Refugee Council,NGO,"Protection,Protection - Child Protection,Protection - Gender-Based Violence,Protection - Housing, Land and Property",CAF,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2020-12-16,2020-12-16,,4000000,DKK,6.231,225522,,2020-12-16,2020-12-16
2020-12-01,,Building a pathway for durable solutions for Syrian refugees and IDPs in Iraq,0,"Denmark, Government of",Government,DNK,2021,2021,,,,OXFAM,NGO,,IRQ,,,,2021,2022,financial,Parked,Traditional aid,outgoing,shared,commitment,2021-06-15,2020-12-01,Multiyear,,,,234431,R09691,2021-06-29,2021-06-29
2020-12-01,,Building a pathway for durable solutions for Syrian refugees and IDPs in Iraq,37060,"Denmark, Government of",Government,DNK,2021,2021,Iraq Humanitarian Response Plan 2021,HIRQ21,1035,OXFAM,NGO,,IRQ,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-06-15,2020-12-01,Multiyear,,,,234432,R09691,2021-06-29,2021-06-29
